,customer_name,gender,age,city,state,order_id,order_date,delivery_date,product_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,stock,delivary_duration
1382,Meryl Kender,Genderqueer,25,Lake Aidan,Australian Capital Territory,901,2021-05-05,2021-05-06,650,93,2,186,Jacket,Coach,XS,blue,51,1
1383,Meryl Kender,Genderqueer,25,Lake Aidan,Australian Capital Territory,901,2021-05-05,2021-05-06,441,107,1,107,Jacket,Denim,S,blue,56,1
1384,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,847,113,2,226,Trousers,Chinos,M,orange,73,1
1385,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,31,96,3,288,Shirt,Oxford Cloth,S,violet,41,1
1386,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,182,98,3,294,Shirt,Camp Collared,M,orange,65,1
1387,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,145,91,2,182,Shirt,Linen,XS,orange,70,1
1388,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,1019,90,3,270,Trousers,Relaxed Leg,XL,red,50,1
1389,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,1038,90,2,180,Trousers,Relaxed Leg,L,blue,61,1
1390,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,111,92,1,92,Shirt,Denim,S,orange,69,1
1391,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,558,98,3,294,Jacket,Leather,L,violet,78,1
1392,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,283,105,1,105,Shirt,Cuban Collar,L,red,45,1
1393,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,473,118,1,118,Jacket,Puffer,L,green,43,1
1394,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,839,2021-09-16,2021-09-27,1076,93,2,186,Trousers,Joggers,S,indigo,56,1
1395,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,967,2021-10-11,2021-11-07,235,106,1,106,Shirt,Chambray,XS,indigo,75,2
1396,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,967,2021-10-11,2021-11-07,283,105,1,105,Shirt,Cuban Collar,L,red,45,2
1397,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,967,2021-10-11,2021-11-07,591,100,1,100,Jacket,Bomber,S,violet,45,2
1398,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,967,2021-10-11,2021-11-07,1078,93,3,279,Trousers,Joggers,L,indigo,42,2
1399,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,967,2021-10-11,2021-11-07,133,92,2,184,Shirt,Denim,L,indigo,58,2
1400,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,967,2021-10-11,2021-11-07,42,104,1,104,Shirt,Dress,M,orange,53,2
1401,Silas Stephens,Polygender,68,West Audreyhaven,Queensland,967,2021-10-11,2021-11-07,769,109,2,218,Jacket,Peacoat,XL,violet,42,2
1402,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,599,2021-09-23,2021-10-17,630,93,2,186,Jacket,Coach,XS,red,71,2
1403,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,599,2021-09-23,2021-10-17,28,96,3,288,Shirt,Oxford Cloth,L,indigo,70,2
1404,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,599,2021-09-23,2021-10-17,1038,90,3,270,Trousers,Relaxed Leg,L,blue,61,2
1405,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,599,2021-09-23,2021-10-17,1106,115,1,115,Trousers,Cropped,S,blue,62,2
1406,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,599,2021-09-23,2021-10-17,986,106,1,106,Trousers,Wool,S,orange,59,2
1407,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,679,2021-03-05,2021-03-22,375,94,2,188,Shirt,Henley,XS,indigo,58,1
1408,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,679,2021-03-05,2021-03-22,333,109,2,218,Shirt,Mandarin Collar,L,green,67,1
1409,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,679,2021-03-05,2021-03-22,760,109,2,218,Jacket,Peacoat,XS,indigo,45,1
1410,Zeb Shipton,Genderfluid,70,West Madison,Northern Territory,679,2021-03-05,2021-03-22,836,117,2,234,Jacket,Shearling,S,violet,49,1
1411,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,329,109,1,109,Shirt,Mandarin Collar,XL,yellow,43,2
1412,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,165,91,1,91,Shirt,Linen,XS,indigo,70,2
1413,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,968,97,3,291,Trousers,Slim-Fit,L,blue,49,2
1414,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,1207,105,3,315,Trousers,Pleated,M,green,41,2
1415,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,381,94,3,282,Shirt,Henley,S,violet,43,2
1416,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,890,94,3,282,Trousers,Cords,XS,green,50,2
1417,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,66,104,1,104,Shirt,Dress,S,violet,69,2
1418,Ulla Crombie,Genderqueer,29,Lake Edward,Queensland,175,2021-03-22,2021-04-16,1052,93,1,93,Trousers,Joggers,M,red,43,2
1419,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,702,2021-06-23,2021-07-14,1038,90,3,270,Trousers,Relaxed Leg,L,blue,61,2
1420,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,702,2021-06-23,2021-07-14,950,97,3,291,Trousers,Slim-Fit,XS,orange,69,2
1421,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,702,2021-06-23,2021-07-14,341,109,1,109,Shirt,Mandarin Collar,S,indigo,60,2
1422,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,702,2021-06-23,2021-07-14,1070,93,2,186,Trousers,Joggers,XS,blue,67,2
1423,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,702,2021-06-23,2021-07-14,693,113,3,339,Jacket,Parka,L,indigo,44,2
1424,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,702,2021-06-23,2021-07-14,862,113,3,339,Trousers,Chinos,M,blue,41,2
1425,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,842,2021-01-10,2021-01-29,875,94,2,188,Trousers,Cords,XS,red,63,1
1426,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,842,2021-01-10,2021-01-29,374,94,3,282,Shirt,Henley,XL,blue,75,1
1427,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,842,2021-01-10,2021-01-29,645,93,3,279,Jacket,Coach,XS,green,78,1
1428,Sharyl Royl,Polygender,61,Fadelburgh,New South Wales,842,2021-01-10,2021-01-29,238,106,1,106,Shirt,Chambray,L,indigo,79,1
1429,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,1198,105,2,210,Trousers,Pleated,L,orange,53,1
1430,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,587,100,2,200,Jacket,Bomber,M,indigo,52,1
1431,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,30,96,2,192,Shirt,Oxford Cloth,XS,violet,74,1
1432,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,98,118,1,118,Shirt,Flannel,L,indigo,62,1
1433,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,957,97,2,194,Trousers,Slim-Fit,M,yellow,55,1
1434,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,189,98,3,294,Shirt,Camp Collared,XL,yellow,44,1
1435,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,417,119,2,238,Shirt,Casual Slim Fit,M,violet,46,1
1436,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,142,91,3,273,Shirt,Linen,M,red,78,1
1437,Constantino Langworthy,Agender,25,Fayburgh,Northern Territory,699,2021-01-29,2021-02-12,26,96,1,96,Shirt,Oxford Cloth,S,indigo,59,1
1438,Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,256,2021-08-09,2021-08-12,1051,93,1,93,Trousers,Joggers,S,red,71,3
1439,Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,256,2021-08-09,2021-08-12,178,98,3,294,Shirt,Camp Collared,L,red,52,3
1440,Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,256,2021-08-09,2021-08-12,118,92,3,276,Shirt,Denim,L,yellow,75,3
1441,Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,256,2021-08-09,2021-08-12,1018,90,1,90,Trousers,Relaxed Leg,L,red,63,3
1442,Courtnay Cornewell,Agender,24,South Pipermouth,South Australia,256,2021-08-09,2021-08-12,36,104,2,208,Shirt,Dress,S,red,72,3
1443,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,64,104,1,104,Shirt,Dress,XL,indigo,75,1
1444,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,256,95,1,95,Shirt,Polo,S,yellow,77,1
1445,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,257,95,2,190,Shirt,Polo,M,yellow,52,1
1446,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,207,98,1,98,Shirt,Camp Collared,M,violet,41,1
1447,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,976,97,3,291,Trousers,Slim-Fit,S,violet,46,1
1448,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,177,2021-08-20,2021-09-01,1059,93,3,279,Trousers,Joggers,XL,orange,44,1
1449,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,861,2021-05-31,2021-06-20,1188,99,3,297,Trousers,High-Waisted,L,violet,68,2
1450,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,861,2021-05-31,2021-06-20,58,104,2,208,Shirt,Dress,L,blue,61,2
1451,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,861,2021-05-31,2021-06-20,78,118,2,236,Shirt,Flannel,L,orange,59,2
1452,Sadella Goodsall,Genderqueer,67,Christopherside,Northern Territory,975,2021-01-18,2021-01-30,799,91,1,91,Jacket,Pullover,XL,indigo,43,1
1453,Sadella Goodsall,Genderqueer,67,Christopherside,Northern Territory,975,2021-01-18,2021-01-30,795,91,1,91,Jacket,Pullover,XS,indigo,78,1
1454,Sadella Goodsall,Genderqueer,67,Christopherside,Northern Territory,975,2021-01-18,2021-01-30,902,94,1,94,Trousers,Cords,M,indigo,52,1
1455,Sadella Goodsall,Genderqueer,67,Christopherside,Northern Territory,975,2021-01-18,2021-01-30,1084,93,3,279,Trousers,Joggers,XL,violet,40,1
1456,Sadella Goodsall,Genderqueer,67,Christopherside,Northern Territory,975,2021-01-18,2021-01-30,572,100,1,100,Jacket,Bomber,M,yellow,71,1
1457,Gates Torrance,Male,48,Miafort,Australian Capital Territory,260,2021-07-13,2021-07-25,828,117,2,234,Jacket,Shearling,L,blue,64,1
1458,Gates Torrance,Male,48,Miafort,Australian Capital Territory,260,2021-07-13,2021-07-25,1095,115,1,115,Trousers,Cropped,XS,yellow,41,1
1459,Gates Torrance,Male,48,Miafort,Australian Capital Territory,260,2021-07-13,2021-07-25,1213,105,2,210,Trousers,Pleated,L,blue,79,1
1460,Gates Torrance,Male,48,Miafort,Australian Capital Territory,260,2021-07-13,2021-07-25,241,106,2,212,Shirt,Chambray,S,violet,52,1
1461,Gates Torrance,Male,48,Miafort,Australian Capital Territory,260,2021-07-13,2021-07-25,563,100,1,100,Jacket,Bomber,L,red,50,1
1462,Gates Torrance,Male,48,Miafort,Australian Capital Territory,260,2021-07-13,2021-07-25,1096,115,2,230,Trousers,Cropped,S,yellow,65,1
1463,Gates Torrance,Male,48,Miafort,Australian Capital Territory,833,2021-03-03,2021-03-20,793,91,2,182,Jacket,Pullover,L,blue,66,1
1464,Gates Torrance,Male,48,Miafort,Australian Capital Territory,833,2021-03-03,2021-03-20,120,92,2,184,Shirt,Denim,XS,green,66,1
1465,Gates Torrance,Male,48,Miafort,Australian Capital Territory,833,2021-03-03,2021-03-20,824,117,2,234,Jacket,Shearling,XL,green,51,1
1466,Gates Torrance,Male,48,Miafort,Australian Capital Territory,833,2021-03-03,2021-03-20,1253,112,1,112,Trousers,Tracksuit Bottoms,L,indigo,50,1
1467,Gates Torrance,Male,48,Miafort,Australian Capital Territory,833,2021-03-03,2021-03-20,241,106,3,318,Shirt,Chambray,S,violet,52,1
1468,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,325,2021-05-11,2021-05-28,869,113,3,339,Trousers,Chinos,XL,indigo,78,1
1469,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,325,2021-05-11,2021-05-28,863,113,1,113,Trousers,Chinos,L,blue,46,1
1470,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,756,2021-03-19,2021-03-29,859,113,1,113,Trousers,Chinos,XL,green,50,1
1471,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,756,2021-03-19,2021-03-29,1257,112,1,112,Trousers,Tracksuit Bottoms,M,violet,73,1
1472,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,756,2021-03-19,2021-03-29,470,118,1,118,Jacket,Puffer,XS,green,41,1
1473,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,1059,93,3,279,Trousers,Joggers,XL,orange,44,2
1474,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,41,104,1,104,Shirt,Dress,S,orange,69,2
1475,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,1258,112,1,112,Trousers,Tracksuit Bottoms,L,violet,45,2
1476,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,1121,102,2,204,Trousers,Cargo Pants,S,red,63,2
1477,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,1077,93,2,186,Trousers,Joggers,M,indigo,66,2
1478,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,695,113,1,113,Jacket,Parka,XS,violet,59,2
1479,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,177,98,1,98,Shirt,Camp Collared,M,red,64,2
1480,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,721,119,2,238,Jacket,Trench Coat,S,blue,64,2
1481,Glyn Tieman,Polygender,63,Georgiatown,Western Australia,881,2021-02-18,2021-03-10,729,119,1,119,Jacket,Trench Coat,XL,indigo,64,2
1482,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,246,95,1,95,Shirt,Polo,S,red,60,3
1483,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,731,119,1,119,Jacket,Trench Coat,S,violet,69,3
1484,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,490,102,1,102,Jacket,Windbreaker,XS,red,79,3
1485,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,897,94,1,94,Trousers,Cords,M,blue,47,3
1486,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,537,98,3,294,Jacket,Leather,M,yellow,77,3
1487,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,904,94,3,282,Trousers,Cords,XL,indigo,70,3
1488,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,1230,112,1,112,Trousers,Tracksuit Bottoms,XS,orange,57,3
1489,Dani Pinches,Polygender,43,Howehaven,Tasmania,152,2021-03-09,2021-03-12,1188,99,2,198,Trousers,High-Waisted,L,violet,68,3
1490,Jena Kelling,Female,44,Kaihaven,New South Wales,125,2021-10-22,2021-11-03,586,100,1,100,Jacket,Bomber,S,indigo,41,1
1491,Jena Kelling,Female,44,Kaihaven,New South Wales,125,2021-10-22,2021-11-03,1223,105,1,105,Trousers,Pleated,L,violet,48,1
1492,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,923,96,1,96,Trousers,Drawstring,L,yellow,68,1
1493,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,1133,102,1,102,Trousers,Cargo Pants,L,yellow,71,1
1494,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,332,109,1,109,Shirt,Mandarin Collar,M,green,57,1
1495,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,710,119,3,357,Jacket,Trench Coat,XS,yellow,78,1
1496,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,554,98,1,98,Jacket,Leather,XL,indigo,52,1
1497,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,995,106,2,212,Trousers,Wool,XS,green,73,1
1498,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,509,102,3,306,Jacket,Windbreaker,XL,green,71,1
1499,Ellerey Kaesmakers,Genderfluid,40,South Jayden,South Australia,804,2021-04-10,2021-04-21,962,97,3,291,Trousers,Slim-Fit,M,green,78,1
1500,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,87,2021-06-20,2021-07-16,98,118,3,354,Shirt,Flannel,L,indigo,62,2
1501,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,87,2021-06-20,2021-07-16,276,95,1,95,Shirt,Polo,S,violet,43,2
1502,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,87,2021-06-20,2021-07-16,278,95,2,190,Shirt,Polo,L,violet,76,2
1503,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,87,2021-06-20,2021-07-16,174,91,2,182,Shirt,Linen,XL,violet,73,2
1504,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,201,2021-05-26,2021-06-18,974,97,3,291,Trousers,Slim-Fit,XL,indigo,66,2
1505,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,201,2021-05-26,2021-06-18,1085,115,2,230,Trousers,Cropped,XS,red,75,2
1506,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,201,2021-05-26,2021-06-18,451,107,2,214,Jacket,Denim,S,violet,73,2
1507,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,201,2021-05-26,2021-06-18,27,96,2,192,Shirt,Oxford Cloth,M,indigo,62,2
1508,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,201,2021-05-26,2021-06-18,486,118,1,118,Jacket,Puffer,S,violet,46,2
1509,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,431,2021-04-25,2021-05-09,570,100,1,100,Jacket,Bomber,XS,yellow,57,1
1510,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,431,2021-04-25,2021-05-09,1212,105,1,105,Trousers,Pleated,M,blue,66,1
1511,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,431,2021-04-25,2021-05-09,69,104,2,208,Shirt,Dress,XL,violet,77,1
1512,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,431,2021-04-25,2021-05-09,165,91,2,182,Shirt,Linen,XS,indigo,70,1
1513,Robinetta Deners,Genderqueer,68,West Claudia,South Australia,431,2021-04-25,2021-05-09,325,109,1,109,Shirt,Mandarin Collar,XS,yellow,45,1
1514,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,126,2021-01-31,2021-02-20,678,113,1,113,Jacket,Parka,L,yellow,72,2
1515,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,126,2021-01-31,2021-02-20,312,105,2,210,Shirt,Cuban Collar,M,violet,67,2
1516,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,126,2021-01-31,2021-02-20,444,107,2,214,Jacket,Denim,XL,blue,80,2
1517,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,126,2021-01-31,2021-02-20,33,96,2,192,Shirt,Oxford Cloth,L,violet,73,2
1518,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,126,2021-01-31,2021-02-20,613,112,2,224,Jacket,Cardigan,L,green,63,2
1519,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,126,2021-01-31,2021-02-20,310,105,3,315,Shirt,Cuban Collar,XS,violet,49,2
1520,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,673,2021-02-05,2021-02-19,524,102,2,204,Jacket,Windbreaker,XL,violet,54,1
1521,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,673,2021-02-05,2021-02-19,1013,106,3,318,Trousers,Wool,L,violet,61,1
1522,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,673,2021-02-05,2021-02-19,881,94,2,188,Trousers,Cords,S,orange,59,1
1523,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,673,2021-02-05,2021-02-19,1149,102,2,204,Trousers,Cargo Pants,XL,indigo,64,1
1524,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,673,2021-02-05,2021-02-19,628,112,1,112,Jacket,Cardigan,L,violet,66,1
1525,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,673,2021-02-05,2021-02-19,938,96,2,192,Trousers,Drawstring,L,indigo,77,1
1526,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,673,2021-02-05,2021-02-19,1119,115,2,230,Trousers,Cropped,XL,violet,64,1
1527,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,1159,99,3,297,Trousers,High-Waisted,XL,red,80,1
1528,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,760,109,3,327,Jacket,Peacoat,XS,indigo,45,1
1529,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,1123,102,1,102,Trousers,Cargo Pants,L,red,61,1
1530,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,1066,93,3,279,Trousers,Joggers,S,green,76,1
1531,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,847,113,1,113,Trousers,Chinos,M,orange,73,1
1532,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,846,113,1,113,Trousers,Chinos,S,orange,58,1
1533,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,402,119,2,238,Shirt,Casual Slim Fit,M,green,67,1
1534,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,1149,102,2,204,Trousers,Cargo Pants,XL,indigo,64,1
1535,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,231,106,3,318,Shirt,Chambray,S,blue,61,1
1536,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,634,2021-10-13,2021-10-23,968,97,1,97,Trousers,Slim-Fit,L,blue,49,1
1537,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,703,2021-02-07,2021-02-28,116,92,2,184,Shirt,Denim,S,yellow,75,2
1538,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,703,2021-02-07,2021-02-28,205,98,3,294,Shirt,Camp Collared,XS,violet,72,2
1539,Lynda Seydlitz,Non-binary,71,Port Marcusshire,Western Australia,703,2021-02-07,2021-02-28,249,95,3,285,Shirt,Polo,XL,red,76,2
1540,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,238,2021-03-17,2021-03-27,1024,90,3,270,Trousers,Relaxed Leg,XL,orange,80,1
1541,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,238,2021-03-17,2021-03-27,883,94,2,188,Trousers,Cords,L,orange,74,1
1542,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,238,2021-03-17,2021-03-27,101,118,3,354,Shirt,Flannel,S,violet,70,1
1543,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,238,2021-03-17,2021-03-27,313,105,3,315,Shirt,Cuban Collar,L,violet,78,1
1544,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,238,2021-03-17,2021-03-27,179,98,2,196,Shirt,Camp Collared,XL,red,79,1
1545,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,238,2021-03-17,2021-03-27,340,109,1,109,Shirt,Mandarin Collar,XS,indigo,80,1
1546,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,659,2021-09-30,2021-10-15,1042,90,1,90,Trousers,Relaxed Leg,M,indigo,45,1
1547,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,659,2021-09-30,2021-10-15,565,100,3,300,Jacket,Bomber,XS,orange,80,1
1548,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,659,2021-09-30,2021-10-15,1060,93,2,186,Trousers,Joggers,XS,yellow,62,1
1549,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,950,2021-10-16,2021-10-31,1073,93,3,279,Trousers,Joggers,L,blue,75,1
1550,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,950,2021-10-16,2021-10-31,1137,102,3,306,Trousers,Cargo Pants,M,green,78,1
1551,Wadsworth Olivier,Non-binary,59,North Elijahshire,Western Australia,950,2021-10-16,2021-10-31,170,91,3,273,Shirt,Linen,XS,violet,56,1
1552,Valery Pache,Polygender,53,South Claudialand,Western Australia,275,2021-01-05,2021-01-15,4,96,3,288,Shirt,Oxford Cloth,XL,red,47,1
1553,Valery Pache,Polygender,53,South Claudialand,Western Australia,275,2021-01-05,2021-01-15,1217,105,3,315,Trousers,Pleated,M,indigo,48,1
1554,Valery Pache,Polygender,53,South Claudialand,Western Australia,275,2021-01-05,2021-01-15,1190,105,3,315,Trousers,Pleated,XS,red,42,1
1555,Valery Pache,Polygender,53,South Claudialand,Western Australia,275,2021-01-05,2021-01-15,420,107,2,214,Jacket,Denim,XS,red,60,1
1556,Valery Pache,Polygender,53,South Claudialand,Western Australia,275,2021-01-05,2021-01-15,867,113,1,113,Trousers,Chinos,M,indigo,64,1
1557,Barclay Kinsella,Male,47,Lincolnbury,Victoria,551,2021-09-16,2021-09-18,1091,115,3,345,Trousers,Cropped,S,orange,78,2
1558,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,138,2021-02-05,2021-02-10,51,104,2,208,Shirt,Dress,S,green,60,5
1559,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,138,2021-02-05,2021-02-10,518,102,3,306,Jacket,Windbreaker,L,indigo,67,5
